block,vignette_id,condition,stimulus_text,question_id,question_text,scale
Responsibility_Avoidance,V01_RA,Therapeutic_Strong,"I hear that this is important to you. I'm feeling dysregulated and pressured right now, and I need to honor my nervous system by stepping back from this conversation. Pushing me on this doesn't feel safe for me.",therapy_language_check,Did the speaker use clinical / therapeutic / mental-health language?,Likert 1-7 not at all to very much
Responsibility_Avoidance,V02_RA,Blunt,"I forgot, whatever. You're making a big deal out of nothing.",accountability_responsibility,The speaker should take responsibility for what happened.,Likert 1-7 strongly disagree to strongly agree
Responsibility_Avoidance,V02_RA,Blunt,"I forgot, whatever. You're making a big deal out of nothing.",accountability_repair,The speaker owes the other person a repair / apology / concrete next step.,Likert 1-7 strongly disagree to strongly agree
Responsibility_Avoidance,V02_RA,Blunt,"I forgot, whatever. You're making a big deal out of nothing.",accountability_harm,How harmful was the speaker's behavior?,Likert 1-7 not at all harmful to extremely harmful
Responsibility_Avoidance,V02_RA,Blunt,"I forgot, whatever. You're making a big deal out of nothing.",credibility,How credible / believable was the speaker?,Likert 1-7 not at all credible to extremely credible
Responsibility_Avoidance,V02_RA,Blunt,"I forgot, whatever. You're making a big deal out of nothing.",emotional_maturity,How emotionally mature did the speaker sound?,Likert 1-7 very immature to very emotionally mature
Responsibility_Avoidance,V02_RA,Blunt,"I forgot, whatever. You're making a big deal out of nothing.",blame_assignment,"Who is primarily at fault here? 1 = other person entirely, 7 = speaker entirely",Likert 1-7
Responsibility_Avoidance,V02_RA,Blunt,"I forgot, whatever. You're making a big deal out of nothing.",consequence_endorsement,Should there be consequences for the speaker's behavior?,Likert 1-7 strongly disagree to strongly agree
Responsibility_Avoidance,V02_RA,Blunt,"I forgot, whatever. You're making a big deal out of nothing.",safety_perception,Did the speaker sound psychologically safe / regulated?,Likert 1-7 not at all to very
Responsibility_Avoidance,V02_RA,Blunt,"I forgot, whatever. You're making a big deal out of nothing.",therapy_language_check,Did the speaker use clinical / therapeutic / mental-health language?,Likert 1-7 not at all to very much
Responsibility_Avoidance,V02_RA,Neutral,I didn't get to it. I know it was due.,accountability_responsibility,The speaker should take responsibility for what happened.,Likert 1-7 strongly disagree to strongly agree
Responsibility_Avoidance,V02_RA,Neutral,I didn't get to it. I know it was due.,accountability_repair,The speaker owes the other person a repair / apology / concrete next step.,Likert 1-7 strongly disagree to strongly agree
Responsibility_Avoidance,V02_RA,Neutral,I didn't get to it. I know it was due.,accountability_harm,How harmful was the speaker's behavior?,Likert 1-7 not at all harmful to extremely harmful
Responsibility_Avoidance,V02_RA,Neutral,I didn't get to it. I know it was due.,credibility,How credible / believable was the speaker?,Likert 1-7 not at all credible to extremely credible
Responsibility_Avoidance,V02_RA,Neutral,I didn't get to it. I know it was due.,emotional_maturity,How emotionally mature did the speaker sound?,Likert 1-7 very immature to very emotionally mature
Responsibility_Avoidance,V02_RA,Neutral,I didn't get to it. I know it was due.,blame_assignment,"Who is primarily at fault here? 1 = other person entirely, 7 = speaker entirely",Likert 1-7
Responsibility_Avoidance,V02_RA,Neutral,I didn't get to it. I know it was due.,consequence_endorsement,Should there be consequences for the speaker's behavior?,Likert 1-7 strongly disagree to strongly agree
Responsibility_Avoidance,V02_RA,Neutral,I didn't get to it. I know it was due.,safety_perception,Did the speaker sound psychologically safe / regulated?,Likert 1-7 not at all to very
Responsibility_Avoidance,V02_RA,Neutral,I didn't get to it. I know it was due.,therapy_language_check,Did the speaker use clinical / therapeutic / mental-health language?,Likert 1-7 not at all to very much
Responsibility_Avoidance,V02_RA,Therapeutic_Mild,I missed the deadline we agreed on. I'm dealing with some capacity stuff right now and feeling pretty shut down about it. I need time to regulate before I can figure out next steps.,accountability_responsibility,The speaker should take responsibility for what happened.,Likert 1-7 strongly disagree to strongly agree
Responsibility_Avoidance,V02_RA,Therapeutic_Mild,I missed the deadline we agreed on. I'm dealing with some capacity stuff right now and feeling pretty shut down about it. I need time to regulate before I can figure out next steps.,accountability_repair,The speaker owes the other person a repair / apology / concrete next step.,Likert 1-7 strongly disagree to strongly agree
Responsibility_Avoidance,V02_RA,Therapeutic_Mild,I missed the deadline we agreed on. I'm dealing with some capacity stuff right now and feeling pretty shut down about it. I need time to regulate before I can figure out next steps.,accountability_harm,How harmful was the speaker's behavior?,Likert 1-7 not at all harmful to extremely harmful
Responsibility_Avoidance,V02_RA,Therapeutic_Mild,I missed the deadline we agreed on. I'm dealing with some capacity stuff right now and feeling pretty shut down about it. I need time to regulate before I can figure out next steps.,credibility,How credible / believable was the speaker?,Likert 1-7 not at all credible to extremely credible
Responsibility_Avoidance,V02_RA,Therapeutic_Mild,I missed the deadline we agreed on. I'm dealing with some capacity stuff right now and feeling pretty shut down about it. I need time to regulate before I can figure out next steps.,emotional_maturity,How emotionally mature did the speaker sound?,Likert 1-7 very immature to very emotionally mature
Responsibility_Avoidance,V02_RA,Therapeutic_Mild,I missed the deadline we agreed on. I'm dealing with some capacity stuff right now and feeling pretty shut down about it. I need time to regulate before I can figure out next steps.,blame_assignment,"Who is primarily at fault here? 1 = other person entirely, 7 = speaker entirely",Likert 1-7
Responsibility_Avoidance,V02_RA,Therapeutic_Mild,I missed the deadline we agreed on. I'm dealing with some capacity stuff right now and feeling pretty shut down about it. I need time to regulate before I can figure out next steps.,consequence_endorsement,Should there be consequences for the speaker's behavior?,Likert 1-7 strongly disagree to strongly agree
Responsibility_Avoidance,V02_RA,Therapeutic_Mild,I missed the deadline we agreed on. I'm dealing with some capacity stuff right now and feeling pretty shut down about it. I need time to regulate before I can figure out next steps.,safety_perception,Did the speaker sound psychologically safe / regulated?,Likert 1-7 not at all to very
Responsibility_Avoidance,V02_RA,Therapeutic_Mild,I missed the deadline we agreed on. I'm dealing with some capacity stuff right now and feeling pretty shut down about it. I need time to regulate before I can figure out next steps.,therapy_language_check,Did the speaker use clinical / therapeutic / mental-health language?,Likert 1-7 not at all to very much
Responsibility_Avoidance,V02_RA,Therapeutic_Strong,I want to acknowledge that I missed the deadline we agreed on. I'm noticing some overwhelm and capacity limits coming up for me right now. I need to pause and regulate before I can engage with the timeline piece.,accountability_responsibility,The speaker should take responsibility for what happened.,Likert 1-7 strongly disagree to strongly agree
Responsibility_Avoidance,V02_RA,Therapeutic_Strong,I want to acknowledge that I missed the deadline we agreed on. I'm noticing some overwhelm and capacity limits coming up for me right now. I need to pause and regulate before I can engage with the timeline piece.,accountability_repair,The speaker owes the other person a repair / apology / concrete next step.,Likert 1-7 strongly disagree to strongly agree
Responsibility_Avoidance,V02_RA,Therapeutic_Strong,I want to acknowledge that I missed the deadline we agreed on. I'm noticing some overwhelm and capacity limits coming up for me right now. I need to pause and regulate before I can engage with the timeline piece.,accountability_harm,How harmful was the speaker's behavior?,Likert 1-7 not at all harmful to extremely harmful
Responsibility_Avoidance,V02_RA,Therapeutic_Strong,I want to acknowledge that I missed the deadline we agreed on. I'm noticing some overwhelm and capacity limits coming up for me right now. I need to pause and regulate before I can engage with the timeline piece.,credibility,How credible / believable was the speaker?,Likert 1-7 not at all credible to extremely credible
Responsibility_Avoidance,V02_RA,Therapeutic_Strong,I want to acknowledge that I missed the deadline we agreed on. I'm noticing some overwhelm and capacity limits coming up for me right now. I need to pause and regulate before I can engage with the timeline piece.,emotional_maturity,How emotionally mature did the speaker sound?,Likert 1-7 very immature to very emotionally mature
Responsibility_Avoidance,V02_RA,Therapeutic_Strong,I want to acknowledge that I missed the deadline we agreed on. I'm noticing some overwhelm and capacity limits coming up for me right now. I need to pause and regulate before I can engage with the timeline piece.,blame_assignment,"Who is primarily at fault here? 1 = other person entirely, 7 = speaker entirely",Likert 1-7
Responsibility_Avoidance,V02_RA,Therapeutic_Strong,I want to acknowledge that I missed the deadline we agreed on. I'm noticing some overwhelm and capacity limits coming up for me right now. I need to pause and regulate before I can engage with the timeline piece.,consequence_endorsement,Should there be consequences for the speaker's behavior?,Likert 1-7 strongly disagree to strongly agree
Responsibility_Avoidance,V02_RA,Therapeutic_Strong,I want to acknowledge that I missed the deadline we agreed on. I'm noticing some overwhelm and capacity limits coming up for me right now. I need to pause and regulate before I can engage with the timeline piece.,safety_perception,Did the speaker sound psychologically safe / regulated?,Likert 1-7 not at all to very
Responsibility_Avoidance,V02_RA,Therapeutic_Strong,I want to acknowledge that I missed the deadline we agreed on. I'm noticing some overwhelm and capacity limits coming up for me right now. I need to pause and regulate before I can engage with the timeline piece.,therapy_language_check,Did the speaker use clinical / therapeutic / mental-health language?,Likert 1-7 not at all to very much
Responsibility_Avoidance,V03_RA,Blunt,Stop bringing up the money I owe you. It's annoying.,accountability_responsibility,The speaker should take responsibility for what happened.,Likert 1-7 strongly disagree to strongly agree
Responsibility_Avoidance,V03_RA,Blunt,Stop bringing up the money I owe you. It's annoying.,accountability_repair,The speaker owes the other person a repair / apology / concrete next step.,Likert 1-7 strongly disagree to strongly agree
Responsibility_Avoidance,V03_RA,Blunt,Stop bringing up the money I owe you. It's annoying.,accountability_harm,How harmful was the speaker's behavior?,Likert 1-7 not at all harmful to extremely harmful
Responsibility_Avoidance,V03_RA,Blunt,Stop bringing up the money I owe you. It's annoying.,credibility,How credible / believable was the speaker?,Likert 1-7 not at all credible to extremely credible
Responsibility_Avoidance,V03_RA,Blunt,Stop bringing up the money I owe you. It's annoying.,emotional_maturity,How emotionally mature did the speaker sound?,Likert 1-7 very immature to very emotionally mature
Responsibility_Avoidance,V03_RA,Blunt,Stop bringing up the money I owe you. It's annoying.,blame_assignment,"Who is primarily at fault here? 1 = other person entirely, 7 = speaker entirely",Likert 1-7
Responsibility_Avoidance,V03_RA,Blunt,Stop bringing up the money I owe you. It's annoying.,consequence_endorsement,Should there be consequences for the speaker's behavior?,Likert 1-7 strongly disagree to strongly agree
Responsibility_Avoidance,V03_RA,Blunt,Stop bringing up the money I owe you. It's annoying.,safety_perception,Did the speaker sound psychologically safe / regulated?,Likert 1-7 not at all to very
Responsibility_Avoidance,V03_RA,Blunt,Stop bringing up the money I owe you. It's annoying.,therapy_language_check,Did the speaker use clinical / therapeutic / mental-health language?,Likert 1-7 not at all to very much
Responsibility_Avoidance,V03_RA,Neutral,I know I still owe you. I don't have it right now.,accountability_responsibility,The speaker should take responsibility for what happened.,Likert 1-7 strongly disagree to strongly agree
Responsibility_Avoidance,V03_RA,Neutral,I know I still owe you. I don't have it right now.,accountability_repair,The speaker owes the other person a repair / apology / concrete next step.,Likert 1-7 strongly disagree to strongly agree
Responsibility_Avoidance,V03_RA,Neutral,I know I still owe you. I don't have it right now.,accountability_harm,How harmful was the speaker's behavior?,Likert 1-7 not at all harmful to extremely harmful
Responsibility_Avoidance,V03_RA,Neutral,I know I still owe you. I don't have it right now.,credibility,How credible / believable was the speaker?,Likert 1-7 not at all credible to extremely credible
Responsibility_Avoidance,V03_RA,Neutral,I know I still owe you. I don't have it right now.,emotional_maturity,How emotionally mature did the speaker sound?,Likert 1-7 very immature to very emotionally mature
Responsibility_Avoidance,V03_RA,Neutral,I know I still owe you. I don't have it right now.,blame_assignment,"Who is primarily at fault here? 1 = other person entirely, 7 = speaker entirely",Likert 1-7
Responsibility_Avoidance,V03_RA,Neutral,I know I still owe you. I don't have it right now.,consequence_endorsement,Should there be consequences for the speaker's behavior?,Likert 1-7 strongly disagree to strongly agree
Responsibility_Avoidance,V03_RA,Neutral,I know I still owe you. I don't have it right now.,safety_perception,Did the speaker sound psychologically safe / regulated?,Likert 1-7 not at all to very
Responsibility_Avoidance,V03_RA,Neutral,I know I still owe you. I don't have it right now.,therapy_language_check,Did the speaker use clinical / therapeutic / mental-health language?,Likert 1-7 not at all to very much
Responsibility_Avoidance,V03_RA,Therapeutic_Mild,"I know the money is still an issue between us. I feel overwhelmed and kind of shut down whenever it comes up, and I need some space before I can talk about it clearly.",accountability_responsibility,The speaker should take responsibility for what happened.,Likert 1-7 strongly disagree to strongly agree
Responsibility_Avoidance,V03_RA,Therapeutic_Mild,"I know the money is still an issue between us. I feel overwhelmed and kind of shut down whenever it comes up, and I need some space before I can talk about it clearly.",accountability_repair,The speaker owes the other person a repair / apology / concrete next step.,Likert 1-7 strongly disagree to strongly agree
Responsibility_Avoidance,V03_RA,Therapeutic_Mild,"I know the money is still an issue between us. I feel overwhelmed and kind of shut down whenever it comes up, and I need some space before I can talk about it clearly.",accountability_harm,How harmful was the speaker's behavior?,Likert 1-7 not at all harmful to extremely harmful
Responsibility_Avoidance,V03_RA,Therapeutic_Mild,"I know the money is still an issue between us. I feel overwhelmed and kind of shut down whenever it comes up, and I need some space before I can talk about it clearly.",credibility,How credible / believable was the speaker?,Likert 1-7 not at all credible to extremely credible
Responsibility_Avoidance,V03_RA,Therapeutic_Mild,"I know the money is still an issue between us. I feel overwhelmed and kind of shut down whenever it comes up, and I need some space before I can talk about it clearly.",emotional_maturity,How emotionally mature did the speaker sound?,Likert 1-7 very immature to very emotionally mature
Responsibility_Avoidance,V03_RA,Therapeutic_Mild,"I know the money is still an issue between us. I feel overwhelmed and kind of shut down whenever it comes up, and I need some space before I can talk about it clearly.",blame_assignment,"Who is primarily at fault here? 1 = other person entirely, 7 = speaker entirely",Likert 1-7
Responsibility_Avoidance,V03_RA,Therapeutic_Mild,"I know the money is still an issue between us. I feel overwhelmed and kind of shut down whenever it comes up, and I need some space before I can talk about it clearly.",consequence_endorsement,Should there be consequences for the speaker's behavior?,Likert 1-7 strongly disagree to strongly agree
Responsibility_Avoidance,V03_RA,Therapeutic_Mild,"I know the money is still an issue between us. I feel overwhelmed and kind of shut down whenever it comes up, and I need some space before I can talk about it clearly.",safety_perception,Did the speaker sound psychologically safe / regulated?,Likert 1-7 not at all to very
Responsibility_Avoidance,V03_RA,Therapeutic_Mild,"I know the money is still an issue between us. I feel overwhelmed and kind of shut down whenever it comes up, and I need some space before I can talk about it clearly.",therapy_language_check,Did the speaker use clinical / therapeutic / mental-health language?,Likert 1-7 not at all to very much
Responsibility_Avoidance,V03_RA,Therapeutic_Strong,"I understand the money piece is still open between us. Financial conversations activate a lot for me, and I'm working on not shutting down around money shame. I need to take this at a pace that feels sustainable for my nervous system.",accountability_responsibility,The speaker should take responsibility for what happened.,Likert 1-7 strongly disagree to strongly agree
Responsibility_Avoidance,V03_RA,Therapeutic_Strong,"I understand the money piece is still open between us. Financial conversations activate a lot for me, and I'm working on not shutting down around money shame. I need to take this at a pace that feels sustainable for my nervous system.",accountability_repair,The speaker owes the other person a repair / apology / concrete next step.,Likert 1-7 strongly disagree to strongly agree
Responsibility_Avoidance,V03_RA,Therapeutic_Strong,"I understand the money piece is still open between us. Financial conversations activate a lot for me, and I'm working on not shutting down around money shame. I need to take this at a pace that feels sustainable for my nervous system.",accountability_harm,How harmful was the speaker's behavior?,Likert 1-7 not at all harmful to extremely harmful
Responsibility_Avoidance,V03_RA,Therapeutic_Strong,"I understand the money piece is still open between us. Financial conversations activate a lot for me, and I'm working on not shutting down around money shame. I need to take this at a pace that feels sustainable for my nervous system.",credibility,How credible / believable was the speaker?,Likert 1-7 not at all credible to extremely credible
Responsibility_Avoidance,V03_RA,Therapeutic_Strong,"I understand the money piece is still open between us. Financial conversations activate a lot for me, and I'm working on not shutting down around money shame. I need to take this at a pace that feels sustainable for my nervous system.",emotional_maturity,How emotionally mature did the speaker sound?,Likert 1-7 very immature to very emotionally mature
Responsibility_Avoidance,V03_RA,Therapeutic_Strong,"I understand the money piece is still open between us. Financial conversations activate a lot for me, and I'm working on not shutting down around money shame. I need to take this at a pace that feels sustainable for my nervous system.",blame_assignment,"Who is primarily at fault here? 1 = other person entirely, 7 = speaker entirely",Likert 1-7
Responsibility_Avoidance,V03_RA,Therapeutic_Strong,"I understand the money piece is still open between us. Financial conversations activate a lot for me, and I'm working on not shutting down around money shame. I need to take this at a pace that feels sustainable for my nervous system.",consequence_endorsement,Should there be consequences for the speaker's behavior?,Likert 1-7 strongly disagree to strongly agree
Responsibility_Avoidance,V03_RA,Therapeutic_Strong,"I understand the money piece is still open between us. Financial conversations activate a lot for me, and I'm working on not shutting down around money shame. I need to take this at a pace that feels sustainable for my nervous system.",safety_perception,Did the speaker sound psychologically safe / regulated?,Likert 1-7 not at all to very
Responsibility_Avoidance,V03_RA,Therapeutic_Strong,"I understand the money piece is still open between us. Financial conversations activate a lot for me, and I'm working on not shutting down around money shame. I need to take this at a pace that feels sustainable for my nervous system.",therapy_language_check,Did the speaker use clinical / therapeutic / mental-health language?,Likert 1-7 not at all to very much
Conversation_Avoidance,V04_CA,Blunt,I'm not talking about this. Drop it.,accountability_responsibility,The speaker should take responsibility for what happened.,Likert 1-7 strongly disagree to strongly agree
Conversation_Avoidance,V04_CA,Blunt,I'm not talking about this. Drop it.,accountability_repair,The speaker owes the other person a repair / apology / concrete next step.,Likert 1-7 strongly disagree to strongly agree
Conversation_Avoidance,V04_CA,Blunt,I'm not talking about this. Drop it.,accountability_harm,How harmful was the speaker's behavior?,Likert 1-7 not at all harmful to extremely harmful
Conversation_Avoidance,V04_CA,Blunt,I'm not talking about this. Drop it.,credibility,How credible / believable was the speaker?,Likert 1-7 not at all credible to extremely credible
Conversation_Avoidance,V04_CA,Blunt,I'm not talking about this. Drop it.,emotional_maturity,How emotionally mature did the speaker sound?,Likert 1-7 very immature to very emotionally mature
Conversation_Avoidance,V04_CA,Blunt,I'm not talking about this. Drop it.,blame_assignment,"Who is primarily at fault here? 1 = other person entirely, 7 = speaker entirely",Likert 1-7
Conversation_Avoidance,V04_CA,Blunt,I'm not talking about this. Drop it.,consequence_endorsement,Should there be consequences for the speaker's behavior?,Likert 1-7 strongly disagree to strongly agree
Conversation_Avoidance,V04_CA,Blunt,I'm not talking about this. Drop it.,safety_perception,Did the speaker sound psychologically safe / regulated?,Likert 1-7 not at all to very
Conversation_Avoidance,V04_CA,Blunt,I'm not talking about this. Drop it.,therapy_language_check,Did the speaker use clinical / therapeutic / mental-health language?,Likert 1-7 not at all to very much
Conversation_Avoidance,V04_CA,Neutral,I don't want to talk about this right now.,accountability_responsibility,The speaker should take responsibility for what happened.,Likert 1-7 strongly disagree to strongly agree
Conversation_Avoidance,V04_CA,Neutral,I don't want to talk about this right now.,accountability_repair,The speaker owes the other person a repair / apology / concrete next step.,Likert 1-7 strongly disagree to strongly agree
Conversation_Avoidance,V04_CA,Neutral,I don't want to talk about this right now.,accountability_harm,How harmful was the speaker's behavior?,Likert 1-7 not at all harmful to extremely harmful
Conversation_Avoidance,V04_CA,Neutral,I don't want to talk about this right now.,credibility,How credible / believable was the speaker?,Likert 1-7 not at all credible to extremely credible
Conversation_Avoidance,V04_CA,Neutral,I don't want to talk about this right now.,emotional_maturity,How emotionally mature did the speaker sound?,Likert 1-7 very immature to very emotionally mature
Conversation_Avoidance,V04_CA,Neutral,I don't want to talk about this right now.,blame_assignment,"Who is primarily at fault here? 1 = other person entirely, 7 = speaker entirely",Likert 1-7
Conversation_Avoidance,V04_CA,Neutral,I don't want to talk about this right now.,consequence_endorsement,Should there be consequences for the speaker's behavior?,Likert 1-7 strongly disagree to strongly agree
Conversation_Avoidance,V04_CA,Neutral,I don't want to talk about this right now.,safety_perception,Did the speaker sound psychologically safe / regulated?,Likert 1-7 not at all to very
Conversation_Avoidance,V04_CA,Neutral,I don't want to talk about this right now.,therapy_language_check,Did the speaker use clinical / therapeutic / mental-health language?,Likert 1-7 not at all to very much
Conversation_Avoidance,V04_CA,Therapeutic_Mild,I'm not in a good headspace to talk about this right now. I need some time to process before I can engage with it properly.,accountability_responsibility,The speaker should take responsibility for what happened.,Likert 1-7 strongly disagree to strongly agree
Conversation_Avoidance,V04_CA,Therapeutic_Mild,I'm not in a good headspace to talk about this right now. I need some time to process before I can engage with it properly.,accountability_repair,The speaker owes the other person a repair / apology / concrete next step.,Likert 1-7 strongly disagree to strongly agree
Conversation_Avoidance,V04_CA,Therapeutic_Mild,I'm not in a good headspace to talk about this right now. I need some time to process before I can engage with it properly.,accountability_harm,How harmful was the speaker's behavior?,Likert 1-7 not at all harmful to extremely harmful
